record_key,escalation,reason,decision_needed,title,record_url
doi:10.1016/j.fochx.2025.102706,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Effect of Lactobacillus plantarum 1243 fermentation on quality properties and metabolome of Aronia melanocarpa (Michx . ) elliott juice,https://europepmc.org/article/MED/40672877
doi:10.1016/j.fochx.2025.102947,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Preparation of N-succinyl-L-tryptophan: investigating its sweetness-enhancing effects and mechanisms on sucrose and high-intensity sweeteners through sensory evaluation, electronic tongue, and molecular simulation",https://europepmc.org/article/MED/40917124
doi:10.1016/j.fochx.2025.103195,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Study on the physicochemical properties, biological activities and metabolic profile alterations of jujube juice fermented by Lactiplantibacillus plantarum ",https://europepmc.org/article/MED/41235058
doi:10.1016/j.foodres.2025.116893,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Two lactic acid bacteria strains isolated from naturally fermented foods improves physicochemical quality, antioxidant capacity, shelf life stability and metabolic profiles of Dangshan pear (Pyrus spp.) juice",https://europepmc.org/article/MED/40790634
doi:10.1016/j.foodres.2026.118860,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,The cheese of Xilingol: A comparative study on microbial diversity and metabolic profiles across typical and meadow steppes,https://europepmc.org/article/MED/41895941
doi:10.1016/j.jbc.2025.110602,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Class I histone deacetylases catalyze lysine lactylation,https://europepmc.org/article/MED/40835008
doi:10.1016/j.jcmgh.2025.101643,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,From Muscle to Macrophage: An Anti-inflammatory Role for the Metabolite N-lactoyl-phenylalanine in Inflammatory Bowel Disease,https://doi.org/10.1016/j.jcmgh.2025.101643
doi:10.1016/j.psj.2026.107043,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Dietary supplementation with Cuscuta chinensis improves ovarian function and production performance in aged laying hens via modulation of steroid hormone biosynthesis and gut microbiota,https://europepmc.org/article/MED/42184744
doi:10.1016/j.tem.2024.05.007,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lac-Phe (N-lactoyl-phenylalanine),https://doi.org/10.1016/j.tem.2024.05.007
doi:10.1017/erm.2022.13,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Systematic review of preterm birth multi-omic biomarker studies,https://europepmc.org/article/MED/35379367
doi:10.1021/acs.analchem.3c03620,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,MARS: A Multipurpose Software for Untargeted LC-MS-Based Metabolomics and Exposomics,https://europepmc.org/article/MED/38236168
doi:10.1021/acs.analchem.5c07657.s001,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Discovery of Novel Lactoyl-Metabolites by Integrating Chemical Isotope Labeling and Knowledge-Based Prediction,https://doi.org/10.1021/acs.analchem.5c07657.s001
doi:10.1021/acs.jafc.2c00530,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Preparation and Taste Characteristics of Kokumi N -Lactoyl Phenylalanine in the Presence of Phenylalanine and Lactate,https://doi.org/10.1021/acs.jafc.2c00530
doi:10.1021/acs.jafc.4c07158,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Comparative Analysis of N -Lactoyl-phenylalanine and 3-Phenyllactic Acid Production in Lactic Acid Bacteria from Kimchi: Metabolic Insights and Influencing Factors,https://europepmc.org/article/MED/39606886
doi:10.1021/acs.jafc.5c09731,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Improving the Taste of Low-Salt Soy Sauce by Acid-Acyl Amino Acids: Sensory Characterization, Biosynthesis, and Molecular Mechanisms",https://europepmc.org/article/MED/41123099
doi:10.1021/acs.jpcb.2c08576.s001,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Self-Assembly of Phenylalanine-Leucine, Leucine-Phenylalanine and Cyclo(-leucine-phenylalanine) Dipeptides through Simulations and Experiments",https://doi.org/10.1021/acs.jpcb.2c08576.s001
doi:10.1021/acsbiomaterials.0c00660.s001,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Self-Assembled Fmoc-Arg-Phe-Phe Peptide Gels with Highly Potent Bactericidal Activities,https://doi.org/10.1021/acsbiomaterials.0c00660.s001
doi:10.1021/acscatal.6b01495.s001,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Ground-State Destabilization by Phe-448 and Phe-449 Contributes to Tyrosine Phenol-Lyase Catalysis,https://doi.org/10.1021/acscatal.6b01495.s001
doi:10.1021/acsnano.0c06041.s001,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Heterochirality and Halogenation Control Phe-Phe Hierarchical Assembly,https://doi.org/10.1021/acsnano.0c06041.s001
doi:10.1021/acsomega.2c06351,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Importance of Solvent-Bridged Structures of Fluorinated Diphenylalanines: Synthesis, Detailed NMR Analysis, and Rotational Profiles of Phe(2-F)-Phe(2-F), Phe(2-F)-Phe, and Phe-Phe(2-F)",https://doi.org/10.1021/acsomega.2c06351
doi:10.1021/acsomega.2c06351.s001,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Importance of Solvent-Bridged Structures of Fluorinated Diphenylalanines: Synthesis, Detailed NMR Analysis, and Rotational Profiles of Phe(2-F)-Phe(2-F), Phe(2-F)-Phe, and Phe-Phe(2-F)",https://doi.org/10.1021/acsomega.2c06351.s001
doi:10.1038/s41574-024-00986-w,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metformin acts through appetite-suppressing metabolite: Lac-Phe,https://doi.org/10.1038/s41574-024-00986-w
doi:10.1038/s41589-025-01909-0,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Reactivity-based metabolomics reveal cysteine has glyoxalase 1-like and glyoxalase 2-like activities,https://europepmc.org/article/MED/40437135
doi:10.1038/s42003-023-05266-3,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Plasma metabolomic profiling in two rabbit lines divergently selected for intramuscular fat content,https://europepmc.org/article/MED/37653068
doi:10.1038/s42255-024-01014-x,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metformin induces a Lac-Phe gut–brain signalling axis,https://doi.org/10.1038/s42255-024-01014-x
doi:10.1038/s43856-026-01471-3,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metformin provides superior neuroprotective potential compared to semaglutide in preventing diabetes-associated Alzheimer's disease via dual actions,https://europepmc.org/article/MED/41760788
doi:10.1039/d5an00262a/v1/review1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""Broadband terahertz signatures and vibrations of Phe-Phe peptide and its fibrils""",https://doi.org/10.1039/d5an00262a/v1/review1
doi:10.1039/d5an00262a/v1/review2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""Broadband terahertz signatures and vibrations of Phe-Phe peptide and its fibrils""",https://doi.org/10.1039/d5an00262a/v1/review2
doi:10.1039/d5an00262a/v2/review1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""Broadband terahertz signatures and vibrations of Phe-Phe peptide and its fibrils""",https://doi.org/10.1039/d5an00262a/v2/review1
doi:10.1073/pnas.76.9.4530,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lactose genes fused to exogenous promoters in one step using a Mu-lac bacteriophage: in vivo probe for transcriptional control sequences,https://europepmc.org/article/MED/159458
doi:10.1073/pnas.78.11.7024,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Alternate pathways of DNA replication: DNA polymerase I-dependent replication,https://europepmc.org/article/MED/7031666
doi:10.1073/pnas.82.9.3020,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Natural history of restricted synthesis and expression of measles virus genes in subacute sclerosing panencephalitis,https://europepmc.org/article/MED/3857631
doi:10.1093/emboj/cdf369,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Replication fork collapse at replication terminator sequences,https://europepmc.org/article/MED/12110601
doi:10.1093/genetics/118.4.571,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,A mutation affecting the regulation of a secA-lacZ fusion defines a new sec gene,https://europepmc.org/article/MED/3284784
doi:10.1093/genetics/122.4.737,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Recombination between homologies in direct and inverse orientation in the chromosome of Salmonella: intervals which are nonpermissive for inversion formation,https://europepmc.org/article/MED/2547692
doi:10.1093/lifemeta/load048,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Size matters: the biochemical logic of ligand type in endocrine crosstalk,https://europepmc.org/article/MED/38425548
doi:10.1093/nar/5.5.1501,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,The interconversion of conformers of phenylalanyl-tRNA with different affinity to 70S ribosomes of Escherichia coli,https://europepmc.org/article/MED/351562
doi:10.1093/oxfordjournals.jbchem.a121901,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Isomerization of 6-Lactoyl Tetraliydropterin by Sepiapterin Reductase1,https://doi.org/10.1093/oxfordjournals.jbchem.a121901
doi:10.1111/dom.16633/v1/decision1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Decision letter for ""N-lactoyl amino acids are potential biomarkers for insulin resistance and diabetic complications""",https://doi.org/10.1111/dom.16633/v1/decision1
doi:10.1111/dom.16633/v1/review1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""N-lactoyl amino acids are potential biomarkers for insulin resistance and diabetic complications""",https://doi.org/10.1111/dom.16633/v1/review1
doi:10.1111/dom.16633/v1/review2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""N-lactoyl amino acids are potential biomarkers for insulin resistance and diabetic complications""",https://doi.org/10.1111/dom.16633/v1/review2
doi:10.1111/dom.16633/v1/review3,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Review for ""N-lactoyl amino acids are potential biomarkers for insulin resistance and diabetic complications""",https://doi.org/10.1111/dom.16633/v1/review3
doi:10.1111/dom.16633/v2/decision1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Decision letter for ""N-lactoyl amino acids are potential biomarkers for insulin resistance and diabetic complications""",https://doi.org/10.1111/dom.16633/v2/decision1
doi:10.1124/jpet.368.968610,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,A new signalling metabolite? Characterizing N-Lactotyl-phenylalanine (Lac-Phe) activation of G protein-coupled receptors (GPCRs),https://doi.org/10.1124/jpet.368.968610
doi:10.1128/aac.23.2.278,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Genetic transfer of antimicrobial resistance and enterotoxigenicity among Escherichia coli strains,https://europepmc.org/article/MED/6340604
doi:10.1128/aem.40.1.84-91.1980,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Conjugal transfer of genetic information in group N streptococci,https://europepmc.org/article/MED/6773476
doi:10.1128/aem.54.11.2877-2880.1988,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Delivery system for creation of one-step in vivo lac gene fusions in Pseudomonas spp. involved in biological control,https://europepmc.org/article/MED/2850764
doi:10.1128/iai.41.3.1056-1061.1983,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Synthesis of plasmid-coded heat-labile enterotoxin in wild-type and hypertoxinogenic strains of Escherichia coli and in other genera of Enterobacteriaceae,https://europepmc.org/article/MED/6350177
doi:10.1128/jb.132.3.870-875.1977,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Characterization of fusions between the lac operon and the ilv gene cluster in Escherichia coli: ilvC-lac fusions,https://europepmc.org/article/MED/336610
doi:10.1128/jb.139.1.71-79.1979,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Genetics and regulation of D-xylose utilization in Salmonella typhimurium LT2,https://europepmc.org/article/MED/222732
doi:10.1128/jb.143.1.506-509.1980,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,lac Thiogalactoside transacetylase of Escherichia coli K-12 and ML,https://europepmc.org/article/MED/6995445
doi:10.1128/jb.143.3.1325-1331.1980,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Isolation of ara-lac gene fusions in Salmonella typhimurium LT2 by using transducing bacteriophage Mu d (Apr lac),https://europepmc.org/article/MED/6773928
doi:10.1128/jb.146.1.260-268.1981,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"General method, using Mu-Mud1 dilysogens, to determine the direction of transcription of and generate deletions in the glnA region of Escherichia coli",https://europepmc.org/article/MED/6111550
doi:10.1128/jb.146.1.93-101.1981,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Use of bacteriophage transposon Mu d1 to determine the orientation for three proC-linked phosphate-starvation-inducible (psi) genes in Escherichia coli K-12,https://europepmc.org/article/MED/6260750
doi:10.1128/jb.151.3.1346-1357.1982,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Regulation of adenylate cyclase synthesis in Escherichia coli: studies with cya-lac operon and protein fusion strains,https://europepmc.org/article/MED/6286596
doi:10.1128/jb.172.6.3485-3489.1990,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"High-frequency, site-specific recombination between lactococcal and pAM beta 1 plasmid DNAs",https://europepmc.org/article/MED/2111809
doi:10.1128/jb.173.1.16-22.1991,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Fnr mutants that activate gene expression in the presence of oxygen,https://europepmc.org/article/MED/1898918
doi:10.1128/jb.173.14.4424-4432.1991,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Mutational analysis of nitrate regulatory gene narL in Escherichia coli K-12,https://europepmc.org/article/MED/2066339
doi:10.1128/jb.174.20.6634-6643.1992,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Autogenous regulation of ethanolamine utilization by a transcriptional activator of the eut operon in Salmonella typhimurium,https://europepmc.org/article/MED/1328159
doi:10.1128/jb.174.9.2881-2890.1992,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Amino acid substitutions in the CytR repressor which alter its capacity to regulate gene expression,https://europepmc.org/article/MED/1569019
doi:10.1128/jb.174.9.3004-3010.1992,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Site-specific proteolysis of mini-F plasmid replication protein RepE destroys initiator function and generates an incompatibility substance,https://europepmc.org/article/MED/1569028
doi:10.1128/jb.175.6.1767-1776.1993,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,A genetic analysis of various functions of the TyrR protein of Escherichia coli,https://europepmc.org/article/MED/8449883
doi:10.1128/jb.179.6.2047-2052.1997,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Transposition without transposase: a spontaneous mutation in bacteria,https://europepmc.org/article/MED/9068653
doi:10.1128/spectrum.03557-25,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Marine exometabolites correlate with benthic fungal diversity and community structure in the South China Sea,https://europepmc.org/article/MED/42023975
doi:10.1155/anu/8260382,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Growth Performance and Intestinal Health of Triploid Rainbow Trout ( Oncorhynchus mykiss ) Through Bile Acid Supplementation in Low Fishmeal Diets: Insights From Metabolomics, Microbiota, and Gene Expression",https://europepmc.org/article/MED/41798293
doi:10.1177/15598276221146125,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,The Power and Connection of the Six Pillars,https://europepmc.org/article/MED/36896034
doi:10.1186/s13098-025-01825-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metformin reduces the risk of frailty: evidence from a Mendelian randomization study,https://europepmc.org/article/MED/40551233
doi:10.1515/mr-2025-0030,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Lac-Phe: a central metabolic regulator and biomarker,https://doi.org/10.1515/mr-2025-0030
doi:10.1523/jneurosci.11-03-00740.1991,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Neuropeptides Gly-Asp-Pro-Phe-Leu-Arg-Phe-amide (GDPFLRFamide) and Ser- Asp-Pro-Phe-Leu-Arg-Phe-amide (SDPFLRFamide) are encoded by an exon 3' to Phe-Met-Arg-Phe-NH2 (FMRFamide) in the snail Lymnaea stagnalis,https://doi.org/10.1523/jneurosci.11-03-00740.1991
doi:10.21037/tcr-24-359,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Unveiling the atlas of associations between 1,400 plasma metabolites and 24 tumors: Mendelian randomization analyses",https://europepmc.org/article/MED/39430859
doi:10.21203/rs.3.rs-4865146/v1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Rapid detection of N-lactoyl-phenylalanine for exercise evaluation using dual DNA biosensors based on solution-gated graphene field-effect transistor,https://doi.org/10.21203/rs.3.rs-4865146/v1
doi:10.21203/rs.3.rs-9241824/v1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Genome-wide identification of the GRAS transcription factor family and regulation of metabolites under drought and salt stress in Isatis indigotica,https://europepmc.org/article/PPR/PPR1176897
doi:10.2174/0115701786492436260617164313,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Practical Synthesis of N-Lactoyl-Phenylalanine and Its Isotopically Deuterated Variant Lac-Phe-d5,https://doi.org/10.2174/0115701786492436260617164313
doi:10.2210/pdb6mw2/pdb,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,cyclo-Mle-Phe-Mle-D-Phe. D-Phe analogue of pseudoxylallemycin A,https://doi.org/10.2210/pdb6mw2/pdb
doi:10.29104/phi-2018-aqualac,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 10, no. 1",https://doi.org/10.29104/phi-2018-aqualac
doi:10.29104/phi-aqualac,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Aqua-LAC,https://doi.org/10.29104/phi-aqualac
doi:10.29104/phi-aqualac/2010-v2-1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 2, no. 1",https://doi.org/10.29104/phi-aqualac/2010-v2-1
doi:10.29104/phi-aqualac/2010-v2-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 2, no. 2",https://doi.org/10.29104/phi-aqualac/2010-v2-2
doi:10.29104/phi-aqualac/2011-v3-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 3, no. 2",https://doi.org/10.29104/phi-aqualac/2011-v3-2
doi:10.29104/phi-aqualac/2012-v4-1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 4, no. 1",https://doi.org/10.29104/phi-aqualac/2012-v4-1
doi:10.29104/phi-aqualac/2012-v4-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 4, no. 2",https://doi.org/10.29104/phi-aqualac/2012-v4-2
doi:10.29104/phi-aqualac/2013-v5-1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 5, no. 1",https://doi.org/10.29104/phi-aqualac/2013-v5-1
doi:10.29104/phi-aqualac/2014-v6-1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 6, no. 1",https://doi.org/10.29104/phi-aqualac/2014-v6-1
doi:10.29104/phi-aqualac/2014-v6-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 6, no. 2",https://doi.org/10.29104/phi-aqualac/2014-v6-2
doi:10.29104/phi-aqualac/2015-v7-1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 7, no. 1",https://doi.org/10.29104/phi-aqualac/2015-v7-1
doi:10.29104/phi-aqualac/2015-v7-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 7, no. 2",https://doi.org/10.29104/phi-aqualac/2015-v7-2
doi:10.29104/phi-aqualac/2016-v8-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 8, no. 2",https://doi.org/10.29104/phi-aqualac/2016-v8-2
doi:10.29104/phi-aqualac/2017-v9-1,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 9, no. 1",https://doi.org/10.29104/phi-aqualac/2017-v9-1
doi:10.29104/phi-aqualac/2017-v9-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 9, no. 2",https://doi.org/10.29104/phi-aqualac/2017-v9-2
doi:10.29104/phi-aqualac/2018-v10-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 10, no. 2",https://doi.org/10.29104/phi-aqualac/2018-v10-2
doi:10.29104/phi-aqualac/2020-v12-2,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Aqua-LAC, vol. 12, no. 2",https://doi.org/10.29104/phi-aqualac/2020-v12-2
doi:10.31003/uspnf_m64020_05_01,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Phenylalanine,https://doi.org/10.31003/uspnf_m64020_05_01
doi:10.3389/ebm.2026.10867,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metabolomics-guided identification of bioactive phytometabolites from South African plants targeting neuroblastoma,https://europepmc.org/article/MED/41868600
doi:10.3389/fcell.2022.977960,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,"Integrated analysis of transcriptomics, proteomics and metabolomics data reveals the role of SLC39A1 in renal cell carcinoma",https://europepmc.org/article/MED/36407113
doi:10.3389/fendo.2022.886351,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Comparative Metabolomics and Lipidomics of Four Juvenoids Application to Scylla paramamosain Hepatopancreas: Implications of Lipid Metabolism During Ovarian Maturation,https://europepmc.org/article/MED/35574001
doi:10.3389/fendo.2024.1359502,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Causal association of circulating metabolites with diabetic retinopathy: a bidirectional Mendelian randomization analysis,https://europepmc.org/article/MED/38800471
doi:10.3389/fimmu.2024.1510887,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Immune and physiological responses in Penaeus monodon to ammonia-N stress: a multi-omics approach,https://europepmc.org/article/MED/39720717
doi:10.3389/fnut.2022.1056598,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Ultraperformance liquid chromatography-quadrupole time-of-flight mass spectrometry based untargeted metabolomics to reveal the characteristics of Dictyophora rubrovolvata from different drying methods,https://europepmc.org/article/MED/36519000
doi:10.3389/fphar.2025.1549834,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Metabolomic and lipidomic profiling of traditional Chinese medicine Testudinis Carapax et Plastrum and its substitutes,https://europepmc.org/article/MED/40206067
doi:10.3389/fphys.2022.887207,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Integrated Fecal Microbiome and Metabolomics Reveals a Novel Potential Biomarker for Predicting Tibial Dyschondroplasia in Chickens,https://europepmc.org/article/MED/35634144
doi:10.3389/fpls.2022.997292,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,Root exudates and rhizosphere soil bacterial relationships of Nitraria tangutorum are linked to k-strategists bacterial community under salt stress,https://europepmc.org/article/MED/36119572
doi:10.3389/fpls.2026.1771042,unscreenable_record,retrieved record carries no abstract and no decisive title signal,obtain full text or exclude explicitly; do not treat as screened-out,A Moringa oleifera -based formulation for growth and mitigation of drought stress in tomato plants,https://europepmc.org/article/MED/41907745
